,pitch control
125,-2.169146238979286
126,1.6950913003858727
127,-0.384720231529357
128,-2.549759037788353
129,0.45649038846349
130,1.6815350500482138
131,0.9038009790232435
132,-0.2437105995877994
133,-0.14107922002895756
134,0.2205605914210531
135,-0.08524531025229393
136,1.2116127123996854
137,1.057943957036915
138,1.8025278796258912
139,0.5196902947092406
140,-1.411438454994053
141,1.0828942228393788
142,-0.28703414667304405
143,-0.5102358320431342
144,0.6944149978042801
145,0.5086483639343546
146,0.8621373072493325
147,0.6632464305446762
148,-0.39628365404522814
149,-0.05892357141907223
150,1.2319999825272032
151,-0.7432455686802859
152,-0.6847155053942509
153,-0.8780473791316358
154,-0.37903114563259255
155,-0.13451299471641315
156,0.41740004799030583
157,-3.1589511491683813
158,-3.0129577965203183
159,-0.8011722545373529
160,0.8496130346353398
161,1.1990453054967283
162,0.6092654719427464
163,-0.17323238605401187
164,-0.9940322458027109
165,-1.126674511457575
166,-0.02002468474788127
167,0.12318449536185533
168,-1.1081151438969978
169,-0.5903745650441804
170,-0.6749219989400581
171,0.3904264142436665
172,0.5471488472018589
173,-1.6338279376725184
174,-1.4637440100419614
175,-1.7122834682036092
176,-1.6686216449322162
177,0.8821578488424471
178,0.5150537941070329
179,0.1468515957275327
180,0.14826459458956454
181,0.27503767105592225
182,-0.4768062167330982
183,-0.17342002971391213
184,-1.253235259351321
185,-1.0307700436708993
186,0.3155719515496445
187,0.6479655522352357
188,0.07198775089358855
189,0.4156693399607716
190,1.1467294306604376
191,-1.237372188829259
192,-1.1572495285856947
193,-0.4598221530449189
194,0.007181690539784236
195,-0.6471499895767712
196,-1.4584245902565798
197,-0.6001629598320739
198,0.7632543500148499
199,0.6326823898949406
200,0.07354167603297812
201,-0.18988776577537275
202,-0.4599545574684236
203,-2.419385259894596
204,0.8939166053336618
205,-0.005195633342486294
206,-0.005195633342486294
207,0.624361098451996
208,1.4785317357851953
209,-0.9105934140354809
210,-3.161260315449886
211,-3.161260315449886
212,0.0627633519484076
213,0.16166554865783092
214,0.41571451903212125
215,0.824877490901345
216,-1.2694998813720197
217,0.7847208678077768
218,0.985012983943822
219,1.0479708258880196
220,-0.3727759437310494
221,-0.40087344548469495
222,-0.55913311910686
223,0.5792747730168595
224,0.056104598144329665
225,-2.4051708763432598
226,0.942604689201133
227,-0.41421442476159037
228,-0.21771692795767317
229,-1.8647714700818734
230,-0.5750789576383971
231,1.3244922661386285
232,-0.40587814790556487
233,1.0524709072921026
234,1.7757892134472117
235,0.2912497954737749
236,0.08118597718391794
237,1.277294604304774
238,0.8393845917106411
239,0.7320200146750165
240,0.3956708939886836
241,0.14136853085799883
242,1.4112617287470415
243,2.088652925528902
244,0.22374086111129904
245,-0.5871902669033884
246,-2.02700937592565
247,0.8580447169784764
248,1.5447872500111486
249,1.4746469036606016
250,-0.30106355864377715
251,-0.1531407892602505
252,1.149342054152976
253,0.6967983447574096
254,0.6512914341440288
255,0.348114653931088
256,0.033164408939648005
257,0.23379841791211842
258,-0.3720228095247165
259,0.8206273479593983
260,0.8792261531196222
261,-0.4469145698737514
262,-0.5943164756264816
263,-1.5114719956077087
264,0.14867261155942516
265,0.13811486315947433
266,-0.947797081579987
267,0.7531406473520851
268,0.5310946329206703
269,-0.0873845857606107
270,0.07134808018861727
271,0.914495759756575
272,0.6899142631987525
273,0.9606759803895965
274,0.2536877298946336
275,-2.1263521807369186
276,-2.2751697862313485
277,-0.9147705992884837
278,-0.3277426188707191
279,-0.5413434997959206
280,0.20293962210300986
281,-1.7965882067182848
282,1.743384647921214
283,0.48428279098063787
284,0.4687882248664127
285,0.9123824966418373
286,1.743384647921214
287,-0.1895270990018023
288,1.1650944899007416
289,-1.4170061341998996
290,-1.4170061341998996
291,-0.025987411562908957
292,-0.025987411562908957
293,-1.1161217627222348
294,1.0495291504704272
295,0.3995797960092231
296,-0.5901131349920128
297,2.556626434048113
298,-2.7452222730187152
299,-1.0875355897532446
300,-0.4962761350435104
301,-0.33836474432420094
302,-0.761273201285077
303,-0.3311691545236104
304,0.054520790199217115
305,-0.9317902532996256
306,-0.4583923898107947
307,0.9853055297863693
308,-2.1082675022817368
309,-1.9687160981298844
310,1.533757691054673
311,0.09248437878408608
312,0.045464344760908396
313,1.1491315420233525
314,0.9393802298443463
315,1.338725009246571
316,-0.609549050222125
317,-0.07711660049619706
318,1.1864568453793911
319,-0.22331032133168097
320,-1.2609995447919327
321,-0.6578675933819107
322,0.761434715073962
323,1.2868133854024988
324,-0.8105619932806765
325,0.5750097729601932
326,-0.13075901214462005
327,-1.033163606578562
328,-1.033163606578562
329,-1.552645748835789
330,-2.5667574793866366
331,0.9877374296185191
332,0.28040415902096927
333,0.6199694579899958
334,-0.9618002297167424
335,-0.274916035823337
336,0.8258367389872199
337,-0.5528111424090358
338,-0.4471163858570635
339,-0.002481601538346201
340,0.5427180264476432
341,-1.2919704531296081
342,1.5184923013663534
343,1.2360781176133442
344,-0.2944778677941549
345,-2.1424266003482777
346,-1.5920495761707651
347,-0.6919922779690038
348,-1.7636668148437127
349,-1.6690106593566905
350,0.5107583241052343
351,0.1169867844229231
352,-1.4063603545562462
353,-2.1292262067048875
354,0.47243054712149124
355,-0.20148675391222265
356,0.4797021216214956
357,-0.484035529665467
358,1.3227969671619013
359,1.0551505024119785
360,1.1446982468919809
361,1.472197699350004
362,0.04688438082546856
363,0.7880586623683628
364,-0.16078657798864052
365,-0.6856236691259034
366,1.7375448496934338
367,-0.14503108579958468
368,-0.3233723347963511
369,0.17995721580060503
370,1.2200876779089895
371,-0.22887832932050906
372,0.4670229328556543
373,-0.5235615682326102
374,-1.991353519782694
375,-1.198730022806286
376,-0.38879384417111085
377,-1.198730022806286
378,-1.4002156302788786
379,-3.114948831399334
380,0.3649479370772124
381,0.5444919007669087
382,0.9059377226794105
383,0.18944550588541303
384,1.1830194619178285
385,0.12357540626124436
386,-0.048405733247317895
387,-1.04053089291075
388,1.555562831723921
389,1.0215736863979874
390,-0.7156600834905632
391,0.2693166854139355
392,0.6843505986914415
393,-0.12277417255907669
394,0.5223467577925944
395,1.0383539821808743
396,-0.10839045368017985
397,-0.46705770191820906
398,-0.017660779132513404
399,-0.5803407028880987
400,0.5335634044316748
401,1.6130407268091265
402,-0.43236841693080275
403,-1.2676096826047731
404,-1.0012195859645554
405,1.095474849493709
406,-0.6523517708967953
407,-0.6343341522368628
408,-0.08015874098121331
409,0.018766653254072042
410,-0.562665583655317
411,1.1007051074672907
412,0.5709226029605885
413,-0.6150533540477996
414,-1.4027486617026863
415,0.5354771959454235
416,-0.0767554756262869
417,-0.6211532433327549
418,0.8810589786296025
419,-0.024804773662915156
420,-0.5499485360894039
421,-0.9477653015860807
422,-1.1077398425627811
423,-0.189077144066455
424,0.9647153899328682
425,1.3011324683389631
426,-0.9250773456663993
427,-0.3012945557003057
428,-0.3012945557003057
429,-1.1598384265730142
430,0.25990146822823756
431,1.3695320024910362
432,1.1041274940001617
433,-1.0175653487078016
434,-0.9351629450704148
435,0.4951742393432499
436,-1.318106387304403
437,0.23642876817818514
438,0.5714901983638815
439,-0.4562172453017242
440,1.6206575161419654
441,0.5222254731557487
442,0.6762375122421689
443,1.5678512871200703
444,1.5678512871200703
445,-1.1591044790553682
446,0.8474151674629823
447,-0.089377284373275
448,-0.0923541795414417
449,-1.4439961255048432
450,-0.7167229798790377
451,-1.9826003435178021
452,-3.2860039351926225
453,0.5863195208118662
454,2.5710281784771247
455,0.8147534171796889
456,0.0982137287399513
457,1.0300323045073076
458,-1.0396296770253646
459,-1.3489315507039479
460,0.7110097064583742
461,0.491083804509374
462,0.03255197696839446
463,-1.4813740338557353
464,0.4003842489794984
465,-0.5816454403413678
466,0.9760038458756632
467,0.24396486902371067
468,-1.1569746989197018
469,-0.43600104323485955
470,0.7531043997302636
471,-2.178952000191178
472,1.2791867442247824
473,-0.458648147872032
474,-0.09909719416685778
475,-0.09909719416685778
476,-0.6524824669984209
477,-1.3664886062219124
478,-1.1258051660520858
479,-1.7926889790083946
480,-1.7654378484305564
481,-0.19759517228647228
482,-0.2817763416663576
483,0.6114872560901985
484,-0.07994630589318574
485,-1.133952125809265
486,0.914068076808658
487,0.003895922646169725
488,0.939443000525529
489,0.0777718492787437
490,-3.401661004380964
491,-0.14435719680729714
492,0.38198359130423776
493,-0.5945793564727194
494,-1.4845597035407039
495,-1.4532230552662369
496,-0.2551510015039817
497,-0.4821210798048469
498,-1.1608011800415048
499,-1.0397115518129985
500,-0.9205770338322464
501,0.37795446008888445
502,0.37795446008888445
503,-0.1807132812287934
504,0.3010527043936263
505,0.4173502719514729
506,-0.44914031262466136
507,-1.316044500924438
508,-1.2614632487925643
509,0.5990308648812214
510,-0.9806019906715906
511,-1.092583908236327
512,-0.35217714095413877
513,0.2594505604015428
514,-1.0577355960984276
515,-0.9159153158672201
516,0.36788246922133916
517,-0.6619050911067407
518,0.03321174377100941
519,0.7640173296599884
520,0.3592387863665788
521,0.6414975838594298
522,-0.6093319226922285
523,0.7269088188420518
524,-1.6268178567071616
525,0.36207497142302936
526,-1.0839552896479103
527,-0.39546294145542626
528,0.383195699354402
529,0.07235616381376875
530,-0.9650708904279541
531,0.8613109661794872
532,0.5148500097910573
533,0.8886238550546234
534,0.33270968887429864
535,-0.4577636703733553
536,0.46006727001951764
537,-0.6290401993073309
538,-0.327882344454408
539,-0.22356624877666514
540,-0.08934062605277937
541,-0.3487760197259079
542,-0.7628727457113279
543,-0.8687184082804396
544,-0.13017271273680467
545,-0.054382776816049
546,0.7816344082357342
547,0.799618602140824
548,0.15978514119523138
549,-0.1423616481158786
550,2.4411006492504264
551,-0.48838052562222134
552,0.7535522973964366
553,0.9859430107292413
554,0.27347182093299993
555,-0.05283902216949101
556,-0.1464959470994093
557,1.8083982246122237
558,0.5172404223660343
559,0.9126164883146153
560,0.7421205102612953
561,-2.604083097267509
562,-1.076955548410174
563,-2.084756518187923
564,-1.999280304142435
565,-0.9875856989469027
566,-0.9836424468333487
567,1.727690329321913
568,-0.3975117102128902
569,-0.3975117102128902
570,-0.7850773928767069
571,-0.15110395277313476
572,-1.3750772732836056
573,-1.27318113556379
574,0.8209867658259747
575,-0.7187496464760028
576,-1.0995392676838744
577,-1.3615853058231633
578,-1.1578898822635089
579,-0.42284800743068907
580,0.08638258413578787
581,-0.09405895181452101
582,-1.538232692721455
583,1.1763492433241056
584,1.0470144205429293
585,0.24411513021718556
586,2.084321189460405
587,0.11816038289486619
588,-0.09064661152335485
589,1.5992986180499182
590,0.1481590287511505
591,1.6448409614897816
592,-0.505470370204339
593,-0.4117495336508675
594,-0.9653847149414122
595,-0.6606500760631883
596,-0.5455725083061191
597,-0.2674425098342268
598,0.7443570727626836
599,0.1376150301407841
600,0.7136051835093258
601,-0.2629210061518519
602,0.1700112535095895
603,-0.40245884550748146
604,0.7129702632279695
605,-0.21774732680208003
606,-0.813807805091925
607,-0.38494712059117653
608,0.4718022883493238
609,-0.507158823203764
610,0.9262702048266833
611,-0.46359593971704277
612,-1.2455634139213068
613,0.8908407252035611
614,-0.8011133311273431
615,0.26136385019227837
616,0.41545004159056986
617,-1.2378705494356375
618,-0.7728480734805044
619,-1.9619397344650724
620,-0.6590358755211414
621,1.1518734621372322
622,-0.5204255799471974
623,-1.7306767916066166
624,0.22997745761539168
625,-0.084942044138265
626,-0.5567005683006463
627,-0.5912597282187335
628,0.5362214268307399
629,0.239968996163352
630,-0.701053298414428
631,-0.701053298414428
632,-0.3970091219541836
633,-1.7419232608781323
634,-1.7419232608781323
635,0.031446462869306524
636,0.8622471578707134
637,0.487887138785768
638,-0.18305199254607976
639,1.8292002244795809
640,0.4024219609154934
641,0.5408797566554122
642,-1.8000405251438036
643,-1.383282270895511
644,1.0599565673687665
645,0.918940159029254
646,-1.6613999158382033
647,-1.3933846843461
648,-1.55992012974784
649,-1.6315024463852508
650,0.8502364065974057
651,-0.356942996632862
652,-0.28083276105599775
653,0.6968661580690001
654,-1.0594795712918519
655,0.9859516208904183
656,0.5023541849556595
657,0.43621916358057544
658,1.190840168278104
659,-1.4749685356165236
660,-1.1205869005520488
661,1.1014192286172015
662,-0.3364168285923935
663,-0.490629656830272
664,-0.35898115417051457
665,-0.12196178117877965
666,-0.2850237254019754
667,0.5451686811143741
668,0.5687147533235046
669,0.15450394630995
670,0.04710023772727048
671,1.2336792295062036
672,0.09886634133951366
673,0.09886634133951366
674,-0.602538267262277
675,-1.3525663336978584
676,0.0677611325415184
677,0.8960844796373725
678,-0.2571113074874957
679,1.5734975353985607
680,0.44595049960108807
681,0.7030248819554281
682,0.5095943255406296
683,0.1836305274468445
684,1.117358396327779
685,-1.1931250047197521
686,-0.42811780399931265
687,-0.17144099522780865
688,0.5257868366500246
689,-1.2118391073858317
690,-1.423562092382383
691,-1.5114541783827753
692,-0.23271794018854902
693,-0.4664104847865843
694,-0.362629554352329
695,0.39297592457317565
696,-0.03088862294393535
697,-0.1746998773250965
698,0.22984735435196468
699,0.6448376420428278
700,0.5818567558522135
701,0.08845107688217757
702,-1.1715647371649125
703,-0.8868319512341194
704,0.08773856486398246
705,-0.35381920036469344
706,0.49181646201863727
707,-0.45871544292747163
708,0.45484344724247366
709,0.027515109554062667
710,-0.12639841939926588
711,0.6292419997177439
712,0.18783338262602517
713,-0.6623363854207773
714,0.029536847020985343
715,-1.9737054900344837
716,-0.5697248112754544
717,0.9507613575123559
718,0.8174784619257907
719,0.4814327323492035
720,-2.644337747163915
721,-0.6554081000626816
722,0.8303637652542362
723,-0.8256791514028254
724,1.855569073650671
725,-0.9110699384871759
726,1.3370220026111623
727,0.0510190781951487
728,-0.14583354670183896
729,-1.8436138325623526
730,1.0888722033996057
731,0.49731747742506816
732,0.42805720816291076
733,0.8762098588341721
734,0.28996982429162227
735,-0.18860157646534587
736,0.35863524907181055
737,-1.3788454853599856
738,0.30009672513549956
739,-0.2540596983527232
740,-0.06548434539358414
741,0.42769407425110784
742,-0.8027589025484254
743,0.49797120391171645
744,-0.18508430025884348
745,-0.1227490107791448
746,0.4974275752971525
747,0.22361129294908655
748,0.16276657105039913
749,0.4974275752971525
750,-1.9964713929032114
751,-1.5285932625338212
752,-0.5489364792300582
753,0.9389084428564547
754,1.0965116452408843
755,-0.46046311182797484
756,-0.5148891627539094
757,0.30082275125124536
758,0.30082275125124536
759,-1.489129548161673
760,0.8418691920294734
761,0.8697271730326726
762,0.17463137619680047
763,-0.7160827624472341
764,-0.6162526797925744
765,-0.6222390387387717
766,-0.2903728820677982
767,0.1218163838225339
768,0.6113896732809432
769,0.7443837361836928
770,0.6113896732809432
771,0.2517941863909857
772,-0.8600684158993588
773,-0.0795133499180034
774,-1.5881588540344818
775,0.4135506428121323
776,-1.474020568405372
777,0.5503753963851912
778,0.9052670865049136
779,0.4029945894251913
780,-1.2128932102732826
781,0.39156945956016337
782,0.6694936157058013
783,-0.7075130898615154
784,1.214873785655843
785,-1.928371184341166
786,-0.0605189198561793
787,1.2589090334561246
788,-0.32148322363553733
789,0.4945432674023155
790,-3.1773661064733365
791,-3.11582478488393
792,0.8841738438809292
793,1.1720384583574164
794,-0.8301455019681068
795,1.3777740762012507
796,0.43796705409336056
797,-0.5347344260314695
798,1.1116572875277957
799,0.6954132198493966
800,-1.8433426099640595
801,-0.1526500970509106
802,-0.12010209908413916
803,0.42555739386748664
804,-0.9868856487404893
805,-0.5060398648645057
806,-1.1818432892323603
807,-0.09293479342128885
808,0.7689514999014729
809,1.6076054778082889
810,1.1624028234976214
811,0.5451547568944205
812,1.7197125652583387
813,-0.05746301554204242
814,-0.7466459726829474
815,3.284976082091533
816,-1.198134590429712
817,-0.966466758689286
818,-0.40447450412050545
819,-2.010911366841016
820,-1.3695175003613538
821,0.14633596583886388
822,0.24219758549551476
823,-0.5661851892830625
824,-0.10685948866288567
825,-1.1195904514152217
826,-0.16413363190304375
827,0.24168692290455637
828,0.35417717874308635
829,-0.20955177012666942
830,0.10649075556952248
831,-0.4411043187092007
832,0.6707009808975253
833,1.2363711623057991
834,0.18333572596179154
835,0.9055967394905431
836,0.5407108413211579
837,0.027612056124406148
838,-1.8385724280248894
839,-1.154026523835578
840,-0.7503486794012926
841,0.13546716445430554
842,-0.060333535265766264
843,-0.8097888080323457
844,-1.0563006529564658
845,-1.579401744851491
846,2.4839144364921317
847,-0.8160665175437004
848,-0.8966834756499801
849,0.8281322693792903
850,0.6064198419018647
851,0.2864360130628088
852,0.5016119903342467
853,-0.01219407667522792
854,0.6420522446839344
855,0.2067721808072872
856,0.06410370945909727
857,-0.9698041819712265
858,0.22267676358689104
859,-0.9390032887131446
860,0.05723886557533066
861,0.5863531531525678
862,-1.677693507793984
863,-1.4252942440612948
864,-2.3632538248288273
865,-2.2312011069700706
866,-2.8336031760637974
867,-1.3843146334578917
868,-1.7392427033262416
869,-1.7392427033262416
870,-1.1271540459102232
871,1.847735429953529
872,0.7717890873742749
873,0.9857563590293565
874,0.8476397317083644
875,-1.222518930999687
876,-0.9578266229107352
877,-0.3484007890626479
878,0.9748250084877966
879,-0.21282072358859128
880,-0.021654167026781926
881,1.0632145688993349
882,-0.5829678316462426
883,0.32908564838693166
884,1.8187762418111442
885,0.45595929910410327
886,0.9994812389467548
887,-0.5222652696610387
888,0.26494384478058874
889,0.08317146686049787
890,-2.116620037125527
891,-1.611641249078033
892,0.9484287881829113
893,-0.4895815931387285
894,-0.2910968535727891
895,-0.0909064077221036
896,-2.5748096244416034
897,-2.689635168036626
898,-0.5735273954092112
899,0.26089024962472196
900,-0.9544745049461261
901,0.4677490204624869
902,-0.2988562508014506
903,1.0526474756452124
904,0.35896378342655777
905,0.03588818262368382
906,0.05707711801141391
907,0.3463562830989171
908,-0.6343159468728987
909,-0.05334865297446553
910,-0.6979536426674073
911,-0.2293761309062096
912,0.01672987214864463
913,-0.35472529741069275
914,-0.6140056078075362
915,-0.0005308449958481773
916,-0.216385038312643
917,0.04174103471560653
918,0.17504088399265116
919,0.2454138793012558
920,0.5027500533700214
921,0.40969980279057827
922,-0.9622579237804203
923,-1.1626977918111971
924,-1.1626977918111971
925,-2.630101058575477
926,-2.630101058575477
927,0.18898728468925563
928,0.8782801147500067
929,0.37659843742001414
930,0.8510370687907708
931,0.266645814871318
932,0.3688040800979781
933,0.392463453891582
934,-1.3617829501711984
935,-0.4606843676584834
936,-0.11718351856132572
937,0.31817999022325427
938,0.22544681744411008
939,0.5664721941207709
940,-0.05285987504178519
941,-1.4059171941953497
942,-1.9733686809366304
943,0.392233235988286
944,1.030219076576815
945,0.1750947590304427
946,0.05792609149977679
947,1.106913459733681
948,0.00825573479082925
949,-0.4316959898099411
950,-1.4480712755269625
951,0.15920913056295521
952,-0.04708249242682816
953,0.6540834816867284
954,0.8843557575358796
955,0.2053251428062982
956,-1.131300139406532
957,-0.4323450574644315
958,0.32466406972031836
959,-0.7693239844203186
960,-2.0481871557107008
961,-2.1773731717598315
962,-0.520477940025309
963,0.7478602312536169
964,-2.27041516811274
965,-0.8944727562907409
966,-0.8944727562907409
967,-0.272973969009508
968,-0.5000961604701849
969,0.43267809268395796
970,-0.5727285046842467
971,-0.14455557178997683
972,-0.11513043616555341
973,0.9019519169752832
974,-0.2020844741039306
975,0.9628428746093561
976,0.18569771517591854
977,-0.8601291183164254
978,-0.6919439302925812
979,0.3837555632843026
980,0.3123395816958906
981,-1.42221443839746
982,0.9897021526088392
983,-0.437551040565403
984,-0.3382648127614857
985,-0.19355783020185996
986,-0.6003804501541848
987,-1.4698662867271368
988,-0.849014299204774
989,0.12481334452206536
990,-0.13317395662826495
991,-0.30625439148194433
992,0.7056290898354456
993,0.5321531215420671
994,-1.4833564275683342
995,0.030828976237984418
996,-0.5372830877003992
997,0.32528825582647275
998,0.7962841745705315
999,1.338659525141536
1000,-1.3999275908658717
1001,-0.5182680246939463
1002,0.5936817614955303
1003,-0.1106369646709413
1004,1.0254186370408882
1005,0.6626869557476807
1006,0.8992404398235085
1007,-0.754790917818631
1008,-0.7828834402322731
1009,-1.169769071504357
1010,0.7195111452932785
1011,0.233579778800045
1012,-0.9111520927124739
1013,-0.6702296276626359
1014,-0.296568318257026
1015,0.926552882483878
1016,1.7203349485968404
1017,0.8244643453126418
1018,-0.9514015235231015
1019,0.42512287430245216
1020,0.6437434097994345
1021,0.0861665161885748
1022,1.3572162950285123
1023,1.3572162950285123
1024,1.0575886067171398
1025,1.41721638463349
1026,-2.150963575456046
1027,-2.30022976164674
1028,-0.8420000267071329
1029,-1.1903130319332709
1030,-0.403074758329813
1031,-0.7498488877337338
1032,-0.10396200333757444
1033,0.9149947998467786
1034,-0.6040520981696336
1035,-0.3775183318659281
1036,-1.1147199093622364
1037,0.7656783172438163
1038,0.6945072836003432
1039,1.134732667453855
1040,0.15101196116767224
1041,-3.287954657586453
1042,-2.3990527445453296
1043,1.4864232116359906
1044,0.2978510383845309
1045,0.6257789158985867
1046,0.48950031005839967
1047,0.07562963727825345
1048,-0.008885016911120758
1049,0.14065927672926964
1050,0.6135740768313578
1051,0.22900122843782722
1052,-0.011611052043244446
1053,0.7483289284003966
1054,1.1520582652703668
1055,1.1342930206603081
1056,0.08258599566142344
1057,-0.837043337546177
1058,-2.242341717407515
1059,-0.4777890217806159
1060,0.9815768840912771
1061,0.7168407894500155
1062,0.14646552236559018
1063,-0.12741027177032052
1064,0.2600229255756241
1065,0.8930677273077546
1066,-1.421943447561677
1067,0.6641785270796752
1068,1.6607517095068327
1069,0.18968552489574794
1070,-0.07886161879251787
1071,0.14549263695515408
1072,-0.6389907855998491
1073,0.6749414638923983
1074,1.9979230508459327
1075,0.20530991340820737
1076,0.21648421640686713
1077,-0.026571659950221732
1078,0.2426364614622524
1079,0.1741574201434433
1080,-1.8466232235662319
1081,1.3245922706044126
1082,-1.3640723439593405
1083,-0.304066326260685
1084,0.94246544162284
1085,-1.0383322222972153
1086,-0.4547195550772241
1087,-0.4547195550772241
1088,-1.0580445516403068
1089,-1.4741031331394518
1090,-1.566748033103487
1091,0.7641606997189305
1092,0.6409744552898546
1093,1.1109743066971016
1094,1.4161538198117694
1095,1.520312798211155
1096,-0.728604647659383
1097,0.3147109552548474
1098,-1.01475540943993
1099,-1.01475540943993
1100,-0.2536509966642688
1101,-1.0881774189764082
1102,0.4346662789891995
1103,0.07289448549298148
1104,-1.8885783736717547
1105,0.6667910015793168
1106,-1.5876507092440924
1107,0.6425937549319403
1108,0.8157458170989225
1109,-0.9283208823433646
1110,0.9978891981481538
1111,-1.0795023128948176
1112,-0.7617377169471868
1113,-1.3911108894387205
1114,-2.1375505743910623
1115,-0.5151297360969734
1116,1.3982542189546106
1117,0.4071153645641131
1118,-0.4280511430270877
1119,0.7988096288150561
1120,0.45865490866723346
1121,0.361883780693881
1122,-0.738478847211013
1123,2.7280043860095415
1124,2.0134280254594215
1125,-0.5452081225833607
1126,-0.13389435226600416
1127,-1.4340479640140065
1128,1.067125833535788
1129,-1.594558251219429
1130,0.31659817882380503
1131,-0.1558556320063361
1132,-2.681780625228675
1133,-1.423280032095056
1134,1.0819381276487103
1135,-0.5668162445734801
1136,0.6633352098736846
1137,-0.22312927848514424
1138,-0.7558722075083628
1139,-1.3030923328911044
1140,0.7274955654316289
1141,-1.5958655768533139
1142,-1.977469400882806
1143,-1.0135162257652592
1144,-0.5021880834195439
1145,0.1663122723726158
1146,0.014277154898764022
1147,1.3135496882522977
1148,1.2038146769559934
1149,-0.05380793624283875
1150,0.2691436273800708
1151,-0.5478203632544529
1152,-0.6812484357956848
1153,0.8540300626358437
1154,-0.3942795263700653
1155,-0.2925657180681905
1156,-3.049525159114272
1157,-1.7728008294693736
1158,-1.7728008294693736
1159,-1.5422034468145183
1160,0.4440764481716301
1161,-0.3992690148274624
1162,-0.23288023099822527
1163,-0.5319866150382784
1164,-0.2700821581905718
1165,1.6181953357179557
1166,-0.04048315366421129
1167,-0.8804735451652272
1168,0.2828744477061689
1169,1.473501807700146
1170,0.7261571902673235
1171,-0.20258529543114867
1172,-0.5849396756206109
1173,1.2599540983480133
1174,1.344278841330123
1175,-0.6506191993858371
1176,0.3124815329175253
1177,-0.7639755153621288
1178,-0.7639755153621288
1179,-0.3622404486147778
1180,0.6349682262548219
1181,0.27758302522457096
1182,0.11450137853157294
1183,1.4504333178932813
1184,0.7246843876928448
1185,0.36752729299468667
1186,0.2751815528794008
1187,-1.5107043515472516
1188,-2.6640852708849896
1189,0.2108554504666441
1190,0.14926092120554063
1191,-0.5631708122299917
1192,-0.3027257238340059
1193,1.0963740645143145
1194,-0.6993735256482989
1195,-1.039131180459543
1196,0.43009680925555005
1197,-2.4425127974916045
1198,-0.4249755383290886
1199,-0.20302489928520667
1200,-0.34255850241690783
1201,-1.3193374008531011
1202,-1.3193374008531011
1203,-0.13409122111126617
1204,-0.1964277658303666
1205,-1.07767950391176
1206,0.4552358949909473
1207,-0.3920259395936045
1208,1.40751550891436
1209,-0.7035697539353982
