"","gamePlayID","type..0.punt.","X.19.playerID","X.20.playerID","X.21.playerID","X.11.playerID","X.12.playerID","X.13.playerID","X.14.playerID","X.15.playerID","X.16.playerID","X.17.playerID","X.18.playerID","X.0.playerID","X.1.playerID","X.2.playerID","X.3.playerID","X.4.playerID","X.5.playerID","X.6.playerID","X.7.playerID","X.8.playerID","X.9.playerID","X.10.playerID","X.19.x","X.19.y","X.19.v","X.19.a","X.19.distance","X.19.orientation","X.19.direction","X.20.x","X.20.y","X.20.v","X.20.a","X.20.distance","X.20.orientation","X.20.direction","an20","d20","ss21","X.21.x","X.21.y","X.21.v","X.21.a","X.21.distance","X.21.orientation","X.21.direction","an19","d19","ss20","X.11.x","X.11.y","X.11.v","X.11.a","X.11.distance","X.11.orientation","X.11.direction","an18","d18","ss19","X.12.x","X.12.y","X.12.v","X.12.a","X.12.distance","X.12.orientation","X.12.direction","an17","d17","ss18","X.13.x","X.13.y","X.13.v","X.13.a","X.13.distance","X.13.orientation","X.13.direction","an16","d16","ss17","X.14.x","X.14.y","X.14.v","X.14.a","X.14.distance","X.14.orientation","X.14.direction","an15","d15","ss16","X.15.x","X.15.y","X.15.v","X.15.a","X.15.distance","X.15.orientation","X.15.direction","an14","d14","ss15","X.16.x","X.16.y","X.16.v","X.16.a","X.16.distance","X.16.orientation","X.16.direction","an13","d13","ss14","X.17.x","X.17.y","X.17.v","X.17.a","X.17.distance","X.17.orientation","X.17.direction","an12","d12","ss13","X.18.x","X.18.y","X.18.v","X.18.a","X.18.distance","X.18.orientation","X.18.direction","an11","d11","ss12","X.0.x","X.0.y","X.0.v","X.0.a","X.0.distance","X.0.orientation","X.0.direction","an10","d10","ss11","X.1.x","X.1.y","X.1.v","X.1.a","X.1.distance","X.1.orientation","X.1.direction","an9","d9","ss10","X.2.x","X.2.y","X.2.v","X.2.a","X.2.distance","X.2.orientation","X.2.direction","an8","d8","ss9","X.3.x","X.3.y","X.3.v","X.3.a","X.3.distance","X.3.orientation","X.3.direction","an7","d7","ss8","X.4.x","X.4.y","X.4.v","X.4.a","X.4.distance","X.4.orientation","X.4.direction","an6","d6","ss7","X.5.x","X.5.y","X.5.v","X.5.a","X.5.distance","X.5.orientation","X.5.direction","an5","d5","ss6","X.6.x","X.6.y","X.6.v","X.6.a","X.6.distance","X.6.orientation","X.6.direction","an4","d4","ss5","X.7.x","X.7.y","X.7.v","X.7.a","X.7.distance","X.7.orientation","X.7.direction","an3","d3","ss4","X.8.x","X.8.y","X.8.v","X.8.a","X.8.distance","X.8.orientation","X.8.direction","an2","d2","ss3","X.9.x","X.9.y","X.9.v","X.9.a","X.9.distance","X.9.orientation","X.9.direction","an1","d1","ss2","X.10.x","X.10.y","X.10.v","X.10.a","X.10.distance","X.10.orientation","X.10.direction","an","d","ss1"
"98",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.55,38.06,6.76,3.03,0.67,318.84,350.17,74.54,43.46,4.41,2.58,0.44,288.93,238.25,5.10581487594356,14.0861669733111,0.330182357765937,82.26,38.12,4.91,5.55,0.51,24.86,66,4.72373064906313,5.29034025370769,0.834804473363835,80.07,27.26,5.07,5.71,0.52,63.19,57.6,3.74732988410939,13.1373665549835,0.529432512322134,76.86,45.45,3.02,4.72,0.3,259.24,235.68,5.31725231257864,12.9956992886108,0.261221443156935,89.57,33.13,4.63,2.4,0.47,219.46,125.08,2.75272118752669,5.32778565634917,0.31894715516986,85.4,35.12,3.41,4.11,0.34,30.6,55.55,3.77301307608925,3.64226577833084,0.936400422839177,87.51,29.64,2.04,3.81,0.21,258.94,200.33,3.14634321167715,8.42009501134043,0.195236173072469,85.37,27.95,4.74,4.15,0.49,59.63,94.49,3.35396907632992,10.3423643331687,0.47739117240455,70.24,35.86,7.72,2.77,0.75,73.53,89.13,4.58597257277834,17.4492435366121,0.0482265850472153,84.79,38.03,3.78,3.73,0.39,313.25,52.87,4.70151984320742,2.76016303866274,0.943827541235449,54.85,28.87,6.23,2.63,0.63,65.86,57.31,4.43841637298904,33.9668382396713,-0.00106035970406013,82.77,39.58,4.48,2.45,0.44,82.32,41.02,5.02026904983851,5.01585486233404,-0.373829082521354,80.27,33.44,4.05,4.94,0.43,45,31.03,4.14690509222986,8.62222709049118,-0.517657749938204,84.6,29.54,3.59,6.58,0.36,332.52,357.43,3.47491757710626,9.01625753846906,-0.173262733658286,85.02,33.83,3.48,5.53,0.36,21.02,35.84,3.68062036631089,4.92887411078839,-0.711697130889925,84.97,30.58,2.16,4.01,0.2,335.65,315.22,3.47373452060514,7.91244589239004,-0.242257093965694,74.08,44.47,3.31,4.05,0.33,110.2,263.89,5.15654880187186,14.9174059407123,-0.27311714165122,78.78,25.33,2.51,6.38,0.25,30.24,18.75,3.74484618299899,15.4585186871188,-0.375417816155248,84.22,40.55,4.94,3.69,0.51,98.36,70.27,5.35444708873653,4.15800432900207,-0.42085410201168,85.88,37.3,5.67,4.98,0.56,54.32,39.24,4.28531042729742,1.8348024416814,-1.10833942337207,72.09,39.02,7.77,3.96,0.78,88.77,84.91,4.77440508421685,15.4897772740605,-0.0542973897246762
"99",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.46,38.75,7.05,3.22,0.7,318.84,353.85,74.14,43.25,4.53,2.89,0.45,292.6,243.78,5.03818809565736,14.0596017013285,0.326863733459702,82.68,38.35,4.72,5.97,0.48,18.4,57.17,4.62890148812228,4.7967072039056,0.958851099857025,80.45,27.56,4.82,5.69,0.49,55.63,50.07,3.70123555850393,13.2044007815576,0.521094953865904,76.59,45.31,3.15,4.79,0.31,262.08,247.15,5.25537500210362,12.6960820728286,0.251032159468511,89.94,32.86,4.5,2.22,0.46,228.7,127.68,2.74307020792337,6.39081371970738,0.22849936915623,85.66,35.34,3.4,4.55,0.34,30.6,43.95,3.62727845738667,3.85591753023842,0.878353078877881,87.42,29.47,1.9,3.62,0.19,268.39,213.06,3.14590297172361,9.28008620649615,0.18482372735981,85.82,27.91,4.34,3.93,0.46,56.36,94.07,3.29174545457811,10.9633571500704,0.408646050042254,71,35.97,7.69,2.95,0.77,75.52,86.8,4.54507367252145,16.693112352105,0.0650784421064339,85.08,38.28,3.87,3.65,0.39,318.44,45.98,4.51741863809206,2.42596372602724,0.954447619706868,55.37,29.24,6.3,2.77,0.64,63.93,53.58,4.4242804834991,33.4695114992735,-0.00165953392159069,83.06,39.95,4.76,2.48,0.47,80.12,37.56,4.97864102953562,4.56070170039654,-0.431534824887296,80.31,33.9,4.15,4.95,0.47,40.5,21.61,4.11636086696309,8.63973379219521,-0.542018503094631,84.55,29.9,3.72,5.58,0.37,329.61,347.96,3.45926991075869,9.31614727234386,-0.16187286462091,85.2,34.14,3.42,5.17,0.35,7.26,26.01,3.59740070194329,5.13416984526223,-0.577670315719521,84.82,30.78,2.65,3.8,0.25,329.11,321.8,3.46145997104141,8.39586207604675,-0.206645926457641,73.76,44.45,3.17,4.04,0.32,110.2,271.86,5.10666169681311,14.8384635323203,-0.270313558384706,78.83,25.59,2.71,5.88,0.26,21.55,4.18,3.72201697429841,15.7372964641326,-0.350273429567182,84.69,40.74,4.91,3.13,0.5,98.36,66.62,5.33536511264372,3.41071839939916,-0.524298113069426,86.22,37.78,5.93,4.97,0.59,38.39,33.21,4.04856030341799,1.57432525229064,-1.15755733380897,72.85,39.11,7.64,4.18,0.77,85.35,81.57,4.7370246523281,14.6144346452403,-0.067664193658701
"100",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.4,39.46,7.17,2.98,0.71,317.95,356.38,73.73,43.07,4.54,2.52,0.45,297.81,246.77,4.97057668822885,14.1386350119097,0.335602945883723,83.05,38.62,4.55,5.67,0.46,16.19,50.02,4.52163342918942,4.43036115909302,1.0078479724098,80.77,27.91,4.64,5.83,0.47,50.22,40.58,3.66269461893276,13.317634925166,0.497036311192881,76.28,45.22,3.33,5.2,0.32,267.84,259.73,5.19032133197289,12.523258361944,0.249595720577361,90.29,32.57,4.45,2.09,0.46,237.05,130.63,2.74443357785057,7.47155940885168,0.176494020283284,85.88,35.6,3.48,4.44,0.34,29.76,34.39,3.51672755147717,4.14849370253831,0.811098305910992,87.3,29.35,1.75,3.81,0.17,280.5,230.07,3.15148352787258,10.1104945477459,0.184131576085153,86.23,27.89,3.92,3.79,0.41,50.7,93.41,3.24237365267446,11.6290068363554,0.351399281970464,71.73,36.09,7.63,3.04,0.74,71.81,84.35,4.50055487427901,16.0282812553312,0.106723074090898,85.35,38.59,4.08,3.44,0.41,322.74,39.77,4.31103491518984,2.22697103708154,0.94359429637151,55.87,29.63,6.33,2.61,0.64,62.01,50.86,4.41017242829481,33.0268042656264,-0.00260442440353793,83.35,40.34,4.93,2.17,0.49,81.32,35.15,4.92634715241632,4.14450238267516,-0.489057373413847,80.31,34.39,4.29,4.67,0.48,36.05,13.59,4.09160601885899,8.71624919331705,-0.557582680014931,84.44,30.27,3.89,4.85,0.38,323.41,339.91,3.45318960999365,9.65493138245944,-0.150419509043617,85.32,34.46,3.49,4.73,0.35,355.59,16.56,3.53581559153252,5.41538548951042,-0.465038055774072,84.66,31.05,3.19,3.94,0.31,331.6,328.79,3.45655031997856,8.84509468575662,-0.18510720333553,73.45,44.49,3.09,4.05,0.31,108.69,281.38,5.0584521493701,14.8291402313148,-0.269289288015648,78.82,25.89,3.11,5.21,0.3,16.6,353.78,3.70540782022067,16.0549462783281,-0.32855814114368,85.14,40.95,4.88,2.71,0.5,98.36,63.11,5.29526867792852,2.70697247861888,-0.635199771990291,86.52,38.31,6.14,4.74,0.61,22.2,27.87,3.79476196941639,1.44806767797642,-1.1047372753394,73.6,39.25,7.51,4.52,0.76,80.86,77.51,4.69717276354252,13.8015977335959,-0.0667560085923301
"101",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.38,40.18,7.25,2.69,0.72,321.15,359.13,73.32,42.9,4.45,2.31,0.45,302.98,250,4.90348497963429,14.3206843411898,0.348544251583198,83.38,38.93,4.44,5.27,0.45,13.67,42.23,4.40950411200972,4.19076365356005,1.02287390318854,81.03,28.29,4.58,5.54,0.46,46.26,32.16,3.63211729376913,13.4794139338474,0.47804234892966,75.94,45.18,3.54,5.09,0.34,271.09,268.08,5.12443251684352,12.4849349217367,0.243925322192259,90.62,32.28,4.29,1.92,0.44,241.71,131.98,2.75238706138891,8.53859473215587,0.154429816582036,86.05,35.92,3.64,4.31,0.36,26.81,25.39,3.44421017803316,4.46279060678405,0.734948240774657,87.15,29.26,1.72,3.69,0.17,288.85,244.25,3.16265181093775,10.9224218926024,0.189282157051579,86.6,27.88,3.54,3.58,0.37,47.05,92.06,3.20492248671665,12.3247068930665,0.326559022434863,72.48,36.28,7.64,3.11,0.77,68.85,81.56,4.4563871417091,15.4019479287524,0.156585948977755,85.61,38.93,4.31,3.15,0.43,327.53,34.92,4.09750424980127,2.16688716826696,0.918492063980507,56.36,30.05,6.37,2.45,0.64,60.42,48.16,4.39674359289024,32.632151323503,-0.00379444555150516,83.65,40.78,5.3,2.12,0.53,76.06,33.2,4.87188062502113,3.77794917911821,-0.563856821513182,80.25,34.89,4.5,4.42,0.51,30.19,6.41,4.07406917237564,8.87811917018464,-0.562885863556905,84.28,30.63,4.07,3.95,0.4,320.24,333.94,3.45546935496233,10.0405428140116,-0.143533959249444,85.4,34.82,3.66,4.1,0.36,340.11,9.54,3.49544734543657,5.71401785086466,-0.35973957860925,84.5,31.35,3.58,3.66,0.34,331.6,332.13,3.45687411198565,9.28780383083105,-0.167753704179228,73.16,44.57,2.97,3.84,0.3,108.69,289.4,5.01182655412184,14.882220936406,-0.272701120715685,78.76,26.22,3.43,4.26,0.33,18.47,347.77,3.69476496445398,16.4068887970876,-0.318901446487271,85.58,41.21,5.05,2.72,0.51,92.38,58.44,5.2321331806843,2.0738611332488,-0.747110543316868,86.79,38.88,6.35,4.2,0.63,6.77,23.34,3.56764043663668,1.42762039772482,-1.00406370522064,74.32,39.45,7.47,4.57,0.75,78.14,73.01,4.65655121897117,13.080386079929,-0.0659056500036343
"102",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.38,40.9,7.23,2.31,0.72,318.28,1.15,72.91,42.77,4.2,2.62,0.43,314.05,254,4.84090955485007,14.5903324156785,0.392183301341405,83.64,39.29,4.46,5.27,0.44,351.25,33.1,4.30588481239466,4.07181777588339,0.909845609842128,81.25,28.7,4.6,5.11,0.46,41.11,24.45,3.60720554011283,13.653457437587,0.454728202221768,75.57,45.19,3.76,4.48,0.37,272.71,274.72,5.06082000981973,12.5650387981892,0.235446969560746,90.93,31.99,4.13,1.91,0.42,244.39,133.75,2.7624415515431,9.59117302523524,0.148578859915996,86.18,36.27,3.8,4.33,0.37,21.12,16.77,3.39519179282879,4.7829802424848,0.640829466523368,87,29.2,1.74,3.41,0.17,296,256.39,3.17405987313727,11.7061693136568,0.19979055586963,86.93,27.88,3.16,3.46,0.33,42.66,89.65,3.17614111337018,13.0277741767349,0.314965665395658,73.18,36.48,7.54,3.19,0.74,66.14,79.12,4.41062725634291,14.8720005379236,0.217915945208327,85.84,39.32,4.59,3.25,0.45,337.25,29.35,3.91417100651434,2.20635445928345,0.909069394178049,56.82,30.49,6.38,2.23,0.64,57.91,45.86,4.38407568349517,32.2843878678224,-0.00599978583408199,83.94,41.26,5.59,2.03,0.56,72.96,31.2,4.81666059231234,3.45878591416121,-0.636153983510945,80.16,35.41,4.72,3.97,0.53,25.22,0.41,4.06227275309068,9.07019845427872,-0.554984885118021,84.09,31.01,4.27,2.95,0.42,320.24,330.89,3.4627364119444,10.4228690867726,-0.138574693439106,85.44,35.2,3.86,3.69,0.38,338.6,3.36,3.46964564554773,6.02109624570144,-0.315437425077611,84.33,31.68,3.92,3.2,0.38,333.7,334.42,3.46106382411247,9.71137992254448,-0.156283481902213,72.9,44.68,2.78,3.36,0.28,108.01,295.61,4.96774004299311,14.9652530884045,-0.279074666679251,78.68,26.57,3.73,3.43,0.36,27.79,343.62,3.68722949782433,16.7642148638103,-0.334639883824509,86,41.5,5.17,3.03,0.51,88.85,53.85,5.12251632092618,1.50479234447813,-0.850894336803604,87.02,39.49,6.54,3.66,0.65,355.95,19.56,3.39157127505062,1.45523194027618,-0.921098814941339,75.02,39.72,7.43,4.89,0.75,75.75,67.68,4.617208196465,12.4161990963418,-0.069373762473916
"103",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.4,41.61,7.1,2.16,0.71,318.28,2.74,72.52,42.67,3.94,2.93,0.41,321.28,257.39,4.78350540495834,14.9177075986896,0.415821833674762,83.86,39.68,4.52,4.93,0.45,339.22,25.79,4.21324020011132,4.03193501931765,0.786079985831353,81.41,29.14,4.67,4.47,0.47,32.62,18.14,3.58939936335319,13.8340521901574,0.411525654654425,75.19,45.24,3.93,3.57,0.38,272.71,279.39,5.00136439037726,12.7381709833084,0.225676301884676,91.21,31.71,3.94,1.99,0.4,247.47,135.56,2.77421577408909,10.6078320122445,0.155851354757562,86.27,36.65,4,4.12,0.39,10.3,9.78,3.36559203938264,5.08709150694186,0.521383746804094,86.82,29.18,1.8,3.07,0.18,300.26,267.78,3.18822013619517,12.4435244203562,0.214067979471459,87.21,27.88,2.71,3.52,0.28,36.81,87.56,3.15543008062068,13.7313145765436,0.312538945873529,73.87,36.72,7.43,3.44,0.73,67.04,76.27,4.36557771061834,14.3865562244757,0.22552390851268,86.05,39.76,4.88,3.5,0.48,335.05,23.94,3.7719940750633,2.29019649811976,0.84812088241031,57.27,30.95,6.4,2.12,0.64,55.79,43.51,4.372332702577,31.9601705252021,-0.00878918598175616,84.24,41.76,5.82,1.78,0.58,68.79,29.92,4.75982173033248,3.16355812337944,-0.72187726412756,80.03,35.97,5.01,3.68,0.57,18.78,355.33,4.05918989977432,9.28043641215218,-0.530346960367831,83.87,31.39,4.45,2.15,0.44,322.22,328.66,3.47416466329716,10.8124604045518,-0.135405740994891,85.44,35.59,4.03,3.26,0.39,335.72,358.26,3.4563503149811,6.33103467057321,-0.275133566286766,84.16,32.07,4.3,3.02,0.42,332.77,336.98,3.46899286539002,10.0751774177927,-0.142711664599907,72.69,44.78,2.25,3.34,0.23,100.37,300.14,4.92464267511961,15.0476908527521,-0.288124169022224,78.56,26.96,4.14,2.85,0.41,27.79,341.78,3.68451791187145,17.1104675564404,-0.326783702626234,86.41,41.82,5.21,2.8,0.52,86.7,50.17,4.92141192319095,1.01202766760599,-0.938636138225564,87.22,40.13,6.68,3.04,0.67,341.51,16.62,3.262619873399,1.49090576496303,-0.849269585451399,75.7,40.04,7.43,4.93,0.75,73.38,62.96,4.57899777072154,11.8048676400881,-0.0757749315219765
"104",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.45,42.32,7.02,2.2,0.71,319.24,4.59,72.14,42.6,3.67,3.26,0.38,328.29,261.11,4.73067564194261,15.3125602039633,0.407874419284617,84.04,40.11,4.74,4.4,0.46,333.52,19.96,4.13735493303249,4.06352064102054,0.702693292943192,81.52,29.59,4.65,4.05,0.46,23.34,11.83,3.57753152305345,14.0434255080447,0.361588359215982,74.81,45.3,3.94,2.33,0.39,271.3,281.44,4.9439205646596,12.9865314845805,0.219665889660997,91.46,31.44,3.62,2.31,0.37,251.83,136.9,2.78847449200831,11.5954516945223,0.175030972521048,86.31,37.06,4.22,3.76,0.41,4.31,4.03,3.35502182476519,5.38211854198697,0.441997254570645,86.65,29.19,1.77,2.77,0.18,307.62,278.88,3.20244659384642,13.1543490907,0.233408469263464,87.46,27.91,2.27,3.57,0.24,27.8,83.82,3.14089869117517,14.4100034698122,0.316126345644469,74.52,36.99,7.27,3.66,0.7,62.87,73.42,4.32139301324675,13.9854853330158,0.290361618691743,86.23,40.23,5.15,3.28,0.51,340.52,19.82,3.66996454400619,2.42002066106883,0.821784147800895,57.7,31.43,6.45,1.99,0.64,57.6,41.35,4.36148750889334,31.6805082029945,-0.00836170372410456,84.53,42.28,6.04,1.52,0.6,65.59,28.68,4.69869120701182,2.92027395975104,-0.799455111258197,79.89,36.51,5.23,3.34,0.56,14.42,351.64,4.05714098168712,9.53465783339916,-0.497765123916123,83.64,31.77,4.55,1.23,0.45,325.09,328.29,3.48815481013004,11.2168890517826,-0.136000876732755,85.41,36.01,4.31,2.88,0.42,331.09,354.59,3.45428289320426,6.63156844192986,-0.234883455918759,83.99,32.49,4.6,2.65,0.45,332.77,338.95,3.48003361551115,10.4211563657782,-0.133437077535657,72.52,44.88,1.85,3.51,0.2,96.34,305.25,4.88220443529406,15.1478876415162,-0.293656030391955,78.43,27.37,4.37,2.07,0.43,18.47,340.93,3.68446770338914,17.460323593794,-0.274356909540805,86.81,42.18,5.37,2.62,0.53,77.6,46.8,4.49703128068695,0.655133574166369,-1.01589608432889,87.41,40.77,6.7,2.32,0.67,332.31,14.94,3.16739337869122,1.55051604312886,-0.810506978608105,76.35,40.41,7.42,4.74,0.75,68.02,58.42,4.5419856439915,11.2631301155585,-0.101025621328069
"105",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.51,42.98,6.61,2.83,0.66,303.82,5.76,71.8,42.56,3.36,3.54,0.35,342.11,266.88,4.68566078307585,15.715613255613,0.405307926619334,84.18,40.57,5.01,3.89,0.49,331.9,15.19,4.08591785522348,4.11059606383307,0.654039976940003,81.59,30.05,4.65,3.68,0.46,7.27,6.47,3.57095540149103,14.2208051811422,0.286478649981836,74.43,45.38,3.86,1.54,0.39,270.14,283.42,4.89385668377918,13.2983608012416,0.221556932557013,91.69,31.18,3.34,2.55,0.34,258.75,139.17,2.80114796591274,12.51848233613,0.201384857710817,86.33,37.49,4.37,3.24,0.43,1.07,359.36,3.35330787727963,5.6153806638553,0.393059855506669,86.47,29.23,1.79,2.48,0.18,312.34,287.82,3.21708527529768,13.7892748177705,0.25318671412458,87.65,27.94,1.82,3.74,0.2,18.76,77.17,3.13228441179328,15.0406515816304,0.324029066230083,75.14,37.29,7.12,3.81,0.69,60.81,70.43,4.28126358420866,13.6159098116872,0.338884960161294,86.4,40.74,5.39,2.89,0.53,345.85,16.7,3.60166246032546,2.49993999927998,0.810071328746423,58.13,31.92,6.5,1.56,0.65,59.2,40.12,4.35235069465707,31.392801722688,-0.00804624824167093,84.82,42.83,6.24,1.22,0.62,57.74,27.82,4.6566845867334,2.69417891016912,-0.903498784885716,79.72,37.09,5.5,2.67,0.6,6.3,348.61,4.06499684064476,9.76607392968126,-0.42743508408557,83.4,32.18,4.73,0.67,0.47,329.18,328.71,3.50522502970666,11.5556090276541,-0.135282748895677,85.36,36.45,4.54,2.31,0.44,328.16,352.57,3.45966337179043,6.87483817991376,-0.208277395648011,83.83,32.93,4.82,2.17,0.47,334.77,340.9,3.49259882547983,10.7025651130932,-0.12881832166375,72.4,44.98,1.41,3.85,0.15,93.36,310.9,4.84398668682711,15.2417879528617,-0.299011318579261,78.29,27.81,4.61,1.58,0.46,21.96,341.3,3.68771202450646,17.7521069172084,-0.278721294494429,87.2,42.57,5.55,2.5,0.56,61.87,43.52,3.78898479332973,0.514003891035855,-1.0585824122755,87.59,41.37,6.5,1.87,0.63,320.51,14.08,3.09194404720119,1.61198635229955,-0.78452418157582,76.95,40.83,7.38,4.62,0.74,61.98,53.92,4.5115357455063,10.7766460459644,-0.148306741487054
"106",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.57,43.6,6.16,3.52,0.62,295.76,6.07,71.5,42.55,2.86,3.83,0.3,358.8,270.11,4.64714258370365,16.10426651543,0.377985469854386,84.31,41.08,5.3,3.27,0.52,328.95,12.32,4.05432579419866,4.12043687004181,0.606164586818067,81.62,30.51,4.64,3.59,0.46,353.92,1.04,3.56822014671667,14.3788247085775,0.244385500427289,74.07,45.47,3.63,1.66,0.37,270.14,284.7,4.85003162462952,13.6288994419946,0.233183457096162,91.89,30.94,3.09,2.61,0.32,263.34,141.43,2.81275001951883,13.3767709107991,0.229934582756044,86.3,37.94,4.57,2.92,0.45,349.93,355.24,3.36231844024306,5.80073271233902,0.322250656138235,86.31,29.3,1.83,2.26,0.18,316.41,295.97,3.22947757314043,14.3554031639658,0.272772680463573,87.8,28,1.47,3.7,0.16,9.78,67.57,3.12685013199516,15.6016954206907,0.292313217724292,75.72,37.61,6.95,3.88,0.67,59.45,67.4,4.24436282071952,13.2778989301772,0.381006925434815,86.54,41.27,5.6,2.61,0.56,352.28,13.44,3.55782415998006,2.54750858683537,0.816943592311084,58.55,32.43,6.53,1.1,0.66,60.68,39.65,4.34496116952222,31.0954868107898,-0.00784327132612195,85.11,43.4,6.38,1.11,0.63,50.81,26.65,4.63126658828379,2.46811669092042,-0.990366200816094,79.54,37.66,5.68,1.87,0.61,0.3,346.45,4.07549570493152,9.98821805929365,-0.368619199817928,83.15,32.61,4.94,0.61,0.49,336.86,329.42,3.52398020108071,11.8455265817945,-0.137611730077357,85.3,36.93,4.84,2.04,0.48,331.26,351.17,3.46962678776371,7.04569372028049,-0.191973141143329,83.68,33.39,4.97,1.77,0.49,338.47,343.18,3.50561233832,10.9259416070195,-0.128761988349331,72.31,45.06,1.05,3.75,0.12,90.65,320.03,4.80777361390678,15.3296836236108,-0.301618435198982,78.15,28.26,4.77,1.1,0.47,24.03,342.31,3.69230142488606,18.001444386493,-0.280107657417654,87.57,42.98,5.54,2.08,0.55,58.83,41.34,3.14159265358979,0.620000000000005,-1.05618654945341,87.74,41.97,6.24,2.14,0.62,300.79,13.04,3.0376738748985,1.63884105391585,-0.770123362532201,77.53,41.31,7.44,4.8,0.75,61.23,48.82,4.48813761935947,10.2978492900217,-0.162341989621506
"107",2.5e+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.62,44.16,5.5,4.47,0.57,288.37,5.9,71.23,42.57,2.46,4.11,0.26,13.96,277.14,4.61568122322299,16.4669426427616,0.339219901454447,84.41,41.61,5.54,2.8,0.54,324.6,9.88,4.0410765961554,4.09958534488551,0.562467369206416,81.6,30.97,4.62,3.32,0.46,346.36,356.05,3.56976132935397,14.4988447815679,0.230766780299516,73.74,45.55,3.23,2.47,0.33,270.14,284.72,4.81220029640295,13.9494265115094,0.25090117925779,92.07,30.7,2.82,2.64,0.29,268.97,144.42,2.82229580829958,14.1765334267585,0.260965616303953,86.25,38.41,4.71,2.49,0.47,346.48,352.04,3.37549257426932,5.91095592945845,0.297013667607437,86.15,29.4,1.83,2.23,0.18,319.15,305.52,3.24085881063076,14.8330205959541,0.291312839196728,87.91,28.06,1.17,3.58,0.13,4.25,53.71,3.12358217887804,16.1026115894286,0.269174485572839,76.29,37.98,6.85,3.8,0.68,60.57,64.1,4.21304225870456,12.9058630087259,0.386135999376702,86.65,41.83,5.77,2.39,0.57,353.13,10.5,3.53607898817251,2.5238462710712,0.812922074398667,58.97,32.93,6.55,0.71,0.66,58,39.57,4.33882232651594,30.7723154799895,-0.0116875565936285,85.39,43.98,6.44,0.8,0.64,46.68,25.83,4.63184610938955,2.23725277963846,-1.03692471659973,79.36,38.25,5.82,1.23,0.61,349.3,345.08,4.09133830423337,10.156559456824,-0.270501800818369,82.9,33.04,5.02,0.57,0.5,342.51,330.53,3.54300619303222,12.0802648977578,-0.146447157074421,85.21,37.41,5,1.68,0.49,332.74,349.26,3.48452274135944,7.16732865159678,-0.182483718407267,83.53,33.88,5.12,1.23,0.51,339.99,343.81,3.52025277566665,11.0637471048465,-0.126780830771402,72.26,45.12,0.67,3.54,0.08,87.04,325.46,4.77480779038065,15.3899707602061,-0.303879930120199,78.01,28.73,4.92,0.84,0.49,28.1,342.93,3.69861753440712,18.1779261743467,-0.296944662144409,87.92,43.39,5.41,1.95,0.54,56.92,39.05,2.77007479844309,0.826377637645158,-1.0337954260136,87.87,42.54,5.83,2.91,0.58,302.22,12.01,2.9884795033354,1.6391766225761,-0.77204951809406,78.07,41.82,7.45,4.34,0.75,62.17,45.37,4.47209701209933,9.83250222476457,-0.166312854077335
