,gamePlayID,type (0=punt),#19 playerID,#20 playerID,#21 playerID,#11 playerID,#12 playerID,#13 playerID,#14 playerID,#15 playerID,#16 playerID,#17 playerID,#18 playerID,#0 playerID,#1 playerID,#2 playerID,#3 playerID,#4 playerID,#5 playerID,#6 playerID,#7 playerID,#8 playerID,#9 playerID,#10 playerID,#19 x,#19 y,#19 v,#19 a,#19 distance,#19 orientation,#19 direction,#20 x,#20 y,#20 v,#20 a,#20 distance,#20 orientation,#20 direction,#21 x,#21 y,#21 v,#21 a,#21 distance,#21 orientation,#21 direction,#11 x,#11 y,#11 v,#11 a,#11 distance,#11 orientation,#11 direction,#12 x,#12 y,#12 v,#12 a,#12 distance,#12 orientation,#12 direction,#13 x,#13 y,#13 v,#13 a,#13 distance,#13 orientation,#13 direction,#14 x,#14 y,#14 v,#14 a,#14 distance,#14 orientation,#14 direction,#15 x,#15 y,#15 v,#15 a,#15 distance,#15 orientation,#15 direction,#16 x,#16 y,#16 v,#16 a,#16 distance,#16 orientation,#16 direction,#17 x,#17 y,#17 v,#17 a,#17 distance,#17 orientation,#17 direction,#18 x,#18 y,#18 v,#18 a,#18 distance,#18 orientation,#18 direction,#0 x,#0 y,#0 v,#0 a,#0 distance,#0 orientation,#0 direction,#1 x,#1 y,#1 v,#1 a,#1 distance,#1 orientation,#1 direction,#2 x,#2 y,#2 v,#2 a,#2 distance,#2 orientation,#2 direction,#3 x,#3 y,#3 v,#3 a,#3 distance,#3 orientation,#3 direction,#4 x,#4 y,#4 v,#4 a,#4 distance,#4 orientation,#4 direction,#5 x,#5 y,#5 v,#5 a,#5 distance,#5 orientation,#5 direction,#6 x,#6 y,#6 v,#6 a,#6 distance,#6 orientation,#6 direction,#7 x,#7 y,#7 v,#7 a,#7 distance,#7 orientation,#7 direction,#8 x,#8 y,#8 v,#8 a,#8 distance,#8 orientation,#8 direction,#9 x,#9 y,#9 v,#9 a,#9 distance,#9 orientation,#9 direction,#10 x,#10 y,#10 v,#10 a,#10 distance,#10 orientation,#10 direction
84,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,91.88,32.25,4.28,2.77,0.42,282.89,279.33,77.28,48.28,4.43,1.01,0.44,268.02,189.3,72.26,37.78,8.52,1.5,0.86,72.55,90.47,70.32,25.92,8.3,1.87,0.84,84.52,82.92,76.94,49.36,2.76,1.17,0.27,179.86,159.69,82.05,33.78,7.19,1.73,0.73,76.67,73.04,79.36,33.63,6.31,3.31,0.64,1.81,69.28,83.57,31.65,6.38,4.01,0.65,305.21,76.97,75.15,28.82,8.75,1.47,0.88,90.6,93.28,59.14,36.6,8.14,1.52,0.82,95.42,93.37,77.42,37.23,7.54,3.09,0.77,317.46,88.75,46.48,26.48,6.31,0.56,0.63,92.54,81.85,76.93,37.77,6.29,3.56,0.65,93.43,92.26,74.44,31.1,7.29,2.84,0.69,91.13,91.15,77.64,26.62,8.6,2.27,0.87,74.27,91.78,77.08,32.52,8.13,2.34,0.82,82.45,93.23,82.79,31.86,5.66,5.85,0.58,88.9,99.72,76.4,48.24,3.68,0.83,0.37,103.18,166.23,71.1,24.04,8.31,1.52,0.84,86.42,86.18,74.62,41.22,8.77,2.45,0.89,92.94,101.86,77.61,36.04,8.23,2.97,0.83,80.86,95.92,60.53,40.36,8.71,2.2,0.88,104.93,93.22
85,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,91.46,32.35,4.4,3.39,0.43,288.1,286.55,77.21,47.85,4.28,1.44,0.43,272.52,190.53,73.12,37.76,8.54,1.34,0.86,73.35,91.14,71.14,26.01,8.24,1.87,0.83,86.35,84,77.05,49.1,2.9,1.02,0.29,174.81,157.96,82.73,33.98,6.99,2.1,0.71,78.54,74.04,79.93,33.83,5.93,3.64,0.61,351.05,70.77,84.16,31.74,5.87,4.66,0.6,290.4,80.99,76.03,28.77,8.68,1.57,0.88,89.68,93.73,59.95,36.53,8.12,1.72,0.81,95.42,93.97,78.16,37.24,7.29,3.07,0.75,311.35,88.63,47.1,26.56,6.29,0.7,0.63,92.54,82.27,77.54,37.75,5.96,3.47,0.61,89.56,91.38,75.1,31.07,7.09,3.09,0.66,88.62,91.69,78.49,26.62,8.43,2.77,0.85,69.2,89.64,77.88,32.46,7.93,2.6,0.8,82.45,94.76,83.32,31.74,5.33,5.66,0.55,88.9,105.96,76.46,47.91,3.53,0.56,0.34,101.15,168.62,71.92,24.09,8.2,1.7,0.83,83.15,86.66,75.47,41.03,8.64,2.46,0.87,91.77,103.28,78.42,35.94,8.02,2.97,0.81,83.82,97.38,61.4,40.28,8.65,2.52,0.87,110.38,95.27
86,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,91.04,32.5,4.54,3.31,0.45,290.23,291.45,77.12,47.43,4.19,1.59,0.43,276.68,191.61,73.97,37.74,8.46,1.45,0.85,73.35,91.45,71.95,26.09,8.16,1.99,0.82,88.7,85.38,77.16,48.82,3.02,0.7,0.3,174.81,159.19,83.39,34.16,6.75,2.68,0.69,80.06,76.12,80.48,34.01,5.56,3.82,0.57,352.19,72.48,84.71,31.79,5.37,5.35,0.56,275.88,86.34,76.89,28.7,8.58,1.73,0.87,90.38,94.27,60.75,36.45,8.1,1.66,0.81,98.22,94.6,78.88,37.26,6.97,3.17,0.71,307.37,88.72,47.73,26.65,6.3,0.7,0.63,91.16,82.07,78.12,37.74,5.57,3.5,0.57,86,90.56,75.73,31.05,6.85,3.19,0.63,89.9,91.51,79.31,26.64,8.13,3.31,0.82,59.33,87.72,78.65,32.39,7.68,2.67,0.78,81.77,95.25,83.81,31.57,5.04,5.25,0.52,83.46,111.64,76.47,47.57,3.43,1.62,0.34,104.72,174.41,72.74,24.15,8.06,1.9,0.82,83.15,86.57,76.31,40.84,8.49,2.23,0.86,91.77,103.49,79.2,35.83,7.72,2.95,0.79,86.5,97.84,62.26,40.19,8.58,2.66,0.86,111.18,97.01
87,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,90.63,32.72,4.68,3.97,0.46,295.82,300.04,77.03,47.03,4.07,1.72,0.42,277.92,192.77,74.82,37.72,8.34,1.62,0.84,73.35,91.77,72.76,26.14,8.05,2.09,0.81,89.87,86.76,77.26,48.53,3.08,0.37,0.31,174.81,160.04,84.04,34.3,6.49,3.23,0.66,81.77,78.75,81,34.15,5.25,3.79,0.54,352.19,75.28,85.23,31.78,4.99,5.64,0.52,262.52,92.68,77.75,28.63,8.48,1.86,0.86,90.38,94.95,61.55,36.36,8.06,1.84,0.8,98.22,95.05,79.55,37.27,6.61,3.35,0.68,302.44,89.19,48.35,26.75,6.29,0.83,0.63,91.16,81.74,78.65,37.75,5.18,3.54,0.53,83.43,89.21,76.33,31.04,6.57,3.21,0.6,86.41,91.13,80.11,26.7,7.79,3.91,0.79,53.03,84.94,79.41,32.34,7.46,2.59,0.76,77.32,94.05,84.23,31.38,4.49,5.17,0.46,76.73,116.82,76.47,47.23,3.43,2.61,0.35,111.9,180.5,73.53,24.2,7.84,2.21,0.79,77.34,86.47,77.13,40.67,8.29,2.21,0.84,93.77,102.6,79.95,35.73,7.38,3.18,0.76,87.09,98.06,63.11,40.07,8.54,2.57,0.86,108.21,98.74
88,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,90.23,32.98,4.82,4.14,0.48,299.26,305.86,76.93,46.64,3.96,1.79,0.4,277.92,195.68,75.64,37.69,8.2,1.83,0.83,73.35,92.29,73.56,26.18,7.91,2.09,0.8,89.87,87.59,77.36,48.24,3.13,0.29,0.31,174.81,161.16,84.66,34.4,6.18,4.03,0.63,85.02,82.72,81.5,34.27,4.91,3.71,0.51,352.19,77.99,85.71,31.73,4.68,5.45,0.48,259.11,99.01,78.59,28.56,8.33,1.89,0.84,88.83,94.91,62.38,36.27,8.14,1.15,0.83,94.54,95.45,80.19,37.27,6.25,3.43,0.64,296.12,89.84,48.98,26.84,6.27,0.94,0.63,89.66,81.37,79.15,37.78,4.82,3.63,0.5,80.1,86.17,76.89,31.05,6.26,3.38,0.56,83.75,90.52,80.85,26.79,7.41,4.23,0.75,47.46,82.23,80.14,32.31,7.16,2.93,0.73,73.93,92.79,84.59,31.18,4.05,4.93,0.42,74.76,121.98,76.43,46.87,3.51,3.07,0.36,108.24,188.47,74.3,24.24,7.6,2.49,0.77,76.37,86.62,77.94,40.51,8.06,2.49,0.82,93.77,101.84,80.66,35.64,6.99,3.57,0.72,88.52,96.44,63.95,39.93,8.48,2.27,0.85,109.36,99.88
89,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,89.85,33.3,5.04,4.23,0.5,302.53,312.01,76.81,46.27,3.84,1.78,0.39,282.98,197.9,76.45,37.65,7.99,2.16,0.81,71.41,92.44,74.34,26.21,7.76,2.12,0.78,89.87,88.31,77.45,47.93,3.16,0.63,0.32,175.9,163.82,85.26,34.45,5.86,4.36,0.6,87.36,86.58,81.97,34.36,4.64,3.38,0.48,344.44,80.22,86.14,31.62,4.29,5.6,0.44,254.56,106.89,79.41,28.49,8.17,2.03,0.83,85.83,95.11,63.19,36.18,8.14,1.54,0.82,92.66,95.69,80.8,37.26,5.91,3.39,0.61,289.35,90.66,49.6,26.94,6.24,1.03,0.63,88.05,80.94,79.61,37.83,4.51,3.55,0.47,79.36,83.08,77.44,31.1,6,3.44,0.55,79.71,88.72,81.55,26.93,6.96,5,0.71,40.37,77.33,80.84,32.3,6.83,3.48,0.7,73.15,90.03,84.88,30.98,3.41,5.1,0.35,72.95,127.53,76.35,46.53,3.57,3.49,0.35,108.24,196.07,75.03,24.3,7.21,3.01,0.73,70.48,86.23,78.72,40.39,7.77,3.01,0.79,95.69,99.6,81.34,35.58,6.59,4.23,0.68,89.5,93.17,64.78,39.78,8.46,1.9,0.85,110.91,100.72
90,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,89.49,33.67,5.25,4.03,0.52,304.56,317.31,76.67,45.89,3.88,1.67,0.4,284.5,201.14,77.24,37.62,7.79,2.33,0.79,67.13,92.25,75.11,26.24,7.58,2.11,0.77,86.82,87.9,77.53,47.63,3.13,1.02,0.31,180.87,166.69,85.83,34.46,5.58,4.51,0.57,92.59,91.24,82.41,34.42,4.36,3.12,0.45,341.77,82.47,86.52,31.47,4,5.61,0.41,246.36,115.35,80.22,28.41,7.95,2.33,0.81,85.18,95.31,64,36.09,8.14,1.47,0.81,92.66,96,81.38,37.26,5.65,3.07,0.58,286.94,89.92,50.22,27.05,6.25,1.07,0.63,84.6,79.84,80.04,37.9,4.24,3.33,0.44,77.33,80.19,77.94,31.17,5.68,3.78,0.5,78.3,86.1,82.2,27.11,6.59,5.34,0.68,33.17,73.53,81.51,32.34,6.52,3.8,0.67,70.22,86.99,85.11,30.8,2.83,5.1,0.29,68.17,132.77,76.23,46.18,3.71,3.75,0.37,105.77,203.05,75.7,24.35,6.74,3.63,0.68,65.23,85.71,79.47,40.28,7.46,3.4,0.76,97.22,97.74,81.98,35.56,6.22,4.58,0.64,89.5,90.12,65.61,39.62,8.4,1.73,0.85,107.09,101.23
91,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,89.14,34.09,5.5,4.06,0.54,306.61,322.26,76.5,45.54,3.88,2.15,0.39,280.7,206.73,78.01,37.6,7.51,2.69,0.77,60.67,91.72,75.86,26.27,7.37,2.3,0.75,84.68,87.71,77.58,47.32,3.1,1.46,0.31,188.04,171.17,86.38,34.43,5.4,4.39,0.55,96.93,96.05,82.83,34.48,4.15,2.69,0.43,342.96,83.83,86.85,31.27,3.74,5.37,0.38,240.96,124.42,80.99,28.34,7.67,2.64,0.78,85.18,95.3,64.79,36,8.09,1.61,0.8,90.9,96.08,81.93,37.26,5.33,3.01,0.55,286.94,89.22,50.83,27.18,6.17,1.38,0.62,81.85,78.17,80.45,38,4.05,3.31,0.42,78.37,74.88,78.4,31.29,5.38,4.08,0.48,76.33,82.76,82.78,27.33,6.07,5.96,0.62,27.87,67.36,82.13,32.41,6.18,4.21,0.63,68.17,82.77,85.27,30.63,2.27,5.09,0.24,61.36,139.67,76.07,45.85,3.76,3.8,0.37,103.02,209.12,76.34,24.4,6.24,4.4,0.64,61.19,85.11,80.19,40.2,7.09,3.96,0.72,99.19,95.5,82.58,35.59,5.83,5.05,0.6,88.59,85.54,66.44,39.47,8.37,1.47,0.84,99.84,100.69
92,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,88.82,34.55,5.69,4.02,0.56,309.08,327.48,76.31,45.2,3.94,2.49,0.39,283.05,211.86,78.74,37.59,7.18,3.12,0.73,55.64,90.56,76.58,26.31,7.11,2.66,0.72,81.72,86.08,77.6,47.01,3.05,1.99,0.31,196.77,177.56,86.9,34.34,5.23,4.28,0.53,101.61,101.25,83.25,34.53,4.05,2.07,0.42,353.37,84.24,87.12,31.05,3.45,5.22,0.35,237.11,133.99,81.74,28.27,7.35,2.99,0.75,81.93,95.5,65.59,35.92,8.07,1.66,0.81,86.63,96.01,82.44,37.28,4.99,3.25,0.51,286.16,86.67,51.44,27.33,6.19,1.68,0.63,81.85,75.48,80.83,38.13,3.91,3.21,0.4,78.37,69.82,78.82,31.47,5.06,4.68,0.46,69.25,77.9,83.28,27.6,5.57,6.21,0.57,19.65,60.62,82.7,32.52,5.75,4.85,0.58,65.64,78.3,85.36,30.49,1.58,5.56,0.17,44.52,151.03,75.87,45.53,3.82,3.62,0.38,100.91,216.48,76.93,24.46,5.7,4.82,0.59,55.34,84.35,80.87,40.16,6.69,4.31,0.69,100.71,93.18,83.14,35.66,5.54,5.03,0.57,86.28,80.41,67.27,39.32,8.28,1.58,0.84,98.54,100.22
93,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,88.53,35.05,5.87,3.7,0.58,310.8,331.61,76.09,44.87,4,2.51,0.4,285.08,215.87,79.43,37.6,6.79,3.54,0.7,52.16,88.85,77.27,26.38,6.83,3.05,0.7,81.72,84.07,77.57,46.71,3.03,2.61,0.31,208.33,185.53,87.41,34.22,5.08,3.92,0.52,108.06,105.83,83.66,34.58,3.95,1.62,0.41,5.22,83.81,87.31,30.81,2.94,5.42,0.31,231.3,145.03,82.45,28.2,6.97,3.42,0.71,78.6,95.46,66.38,35.85,8.03,1.56,0.79,84.88,95.6,82.92,37.32,4.61,3.54,0.48,287.75,84.09,52.04,27.51,6.16,1.88,0.62,81.85,73.28,81.19,38.28,3.8,3.02,0.39,78.37,64.92,79.19,31.7,4.77,4.92,0.44,65.32,71.74,83.72,27.89,5.12,6.12,0.52,14.18,54.3,83.23,32.67,5.33,5.11,0.54,61.41,72.55,85.4,30.38,0.96,5.77,0.11,28.92,172.41,75.62,45.23,3.73,3.4,0.38,102.63,223.41,77.45,24.53,4.98,5.45,0.52,52.17,81.76,81.52,40.13,6.31,4.43,0.65,100.71,90.81,83.67,35.78,5.32,4.95,0.55,83.57,74.53,68.08,39.18,8.18,1.79,0.83,97.52,99.32
94,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,88.27,35.59,6.03,3.55,0.6,311.68,335.6,75.84,44.56,4.02,2.4,0.4,283.48,220,80.09,37.63,6.36,4.07,0.65,48.3,86.34,77.93,26.48,6.51,3.55,0.66,79.58,80.97,77.52,46.41,3,3,0.3,217.5,192.95,87.88,34.05,4.98,3.71,0.5,117.99,111.05,84.06,34.64,3.88,1.4,0.4,19.32,81.78,87.46,30.56,2.72,5.33,0.28,229.93,155.84,83.12,28.14,6.61,3.53,0.68,76.05,95.38,67.16,35.8,7.98,1.65,0.79,84.88,94.97,83.35,37.39,4.28,3.95,0.44,292.26,78.93,52.63,27.72,6.2,2.2,0.63,76.47,69.97,81.53,38.48,3.86,2.94,0.39,79.84,58.67,79.52,31.97,4.52,5.22,0.42,63.78,64.85,84.06,28.18,4.51,6.79,0.45,3.21,46.18,83.7,32.85,4.94,5.18,0.51,58.37,66.87,85.39,30.32,0.6,5.49,0.06,16.91,216.41,75.35,44.98,3.69,3.2,0.37,106.18,230.28,77.88,24.62,4.17,6.42,0.44,44.38,76.19,82.13,40.14,5.93,4.62,0.61,98.26,87.41,84.17,35.96,5.24,4.82,0.53,80.62,68.13,68.9,39.06,8.1,1.93,0.82,94.08,98.29
95,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,88.04,36.16,6.24,3.46,0.62,311.68,339.92,75.56,44.26,4.15,2.5,0.41,279.59,224.67,80.7,37.69,5.99,4.46,0.62,40.89,83.03,78.55,26.61,6.17,3.94,0.63,76.78,77.57,77.43,46.12,3.05,3.05,0.31,229.43,200.17,88.34,33.86,4.86,3.31,0.49,135.57,114.94,84.43,34.72,3.74,1.59,0.38,24.35,78.76,87.54,30.31,2.54,4.85,0.26,233.04,166.32,83.76,28.08,6.17,3.78,0.63,73.01,95.07,67.94,35.77,7.93,1.92,0.78,83.5,94.01,83.76,37.49,4.05,3.87,0.42,294.8,74.01,53.21,27.96,6.23,2.48,0.63,72.86,66.7,81.85,38.71,3.96,2.95,0.4,83.98,52.79,79.79,32.28,4.3,5.26,0.41,60.56,56.98,84.32,28.5,4.03,6.81,0.41,1.4,35.7,84.12,33.06,4.58,5.34,0.47,52.84,60.79,85.33,30.31,0.75,5.07,0.06,9.98,270.82,75.05,44.78,3.59,3.34,0.36,109.8,238.77,78.23,24.75,3.39,7.01,0.37,43.01,66.27,82.7,40.19,5.57,4.37,0.57,98.26,84.44,84.65,36.21,5.31,5.11,0.54,75.47,60.07,69.71,38.98,8.02,2.37,0.81,88.54,95.66
96,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.84,36.77,6.42,3.39,0.64,314.5,343.67,75.25,43.97,4.3,2.5,0.42,282.05,228.79,81.27,37.8,5.58,4.97,0.58,32.14,78.4,79.11,26.78,5.8,4.61,0.59,72.08,71.98,77.28,45.86,2.96,3.84,0.29,243.58,212.12,88.77,33.64,4.8,2.88,0.49,161.01,118.38,84.78,34.82,3.57,2.55,0.36,27.69,72.7,87.57,30.07,2.42,4.53,0.25,236.29,178.49,84.34,28.03,5.68,4.04,0.59,68.24,94.63,68.73,35.77,7.91,2.15,0.79,77.47,92.6,84.14,37.63,3.89,3.74,0.4,300.17,67.81,53.77,28.24,6.24,2.64,0.63,70.09,63.46,82.16,38.96,4.08,2.83,0.4,85.1,48.54,80,32.64,4.15,5.21,0.42,54.61,48.19,84.48,28.84,3.62,7.5,0.37,349.19,21.79,84.49,33.3,4.24,5.13,0.44,45.17,54.52,85.24,30.36,1.26,4.9,0.11,8.24,298.16,74.74,44.63,3.48,3.79,0.35,111.21,248.16,78.49,24.91,2.82,6.94,0.3,38.63,53.44,83.24,40.26,5.24,4.17,0.54,96.39,80.88,85.1,36.51,5.39,5.05,0.54,71.27,53.41,70.51,38.94,7.92,2.87,0.8,88.54,92.71
97,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.68,37.4,6.6,3.26,0.65,316.97,346.82,74.91,43.7,4.41,2.68,0.44,289.94,233.71,81.79,37.94,5.21,5.33,0.54,25.93,72.89,79.62,27,5.42,5.07,0.55,67.39,66.04,77.09,45.64,2.95,4.41,0.29,254.56,224.52,89.18,33.39,4.73,2.61,0.48,199.82,121.91,85.11,34.94,3.44,3.73,0.35,26.4,65.54,87.56,29.84,2.19,4.14,0.23,249.59,189.28,84.87,27.99,5.19,4.21,0.54,63.98,94.68,69.49,35.8,7.83,2.5,0.77,75.23,90.96,84.48,37.81,3.76,3.7,0.38,305.36,60.75,54.32,28.53,6.21,2.6,0.62,67.29,60.58,82.47,39.25,4.25,2.45,0.42,85.1,45.19,80.15,33.03,4.07,5.2,0.42,49.76,39.34,84.58,29.18,3.55,6.91,0.36,339.53,9.93,84.79,33.56,3.82,5.6,0.39,33.03,45.14,85.11,30.44,1.72,4.46,0.15,353.34,307.25,74.41,44.53,3.4,4.11,0.34,111.21,255.55,78.67,25.1,2.54,6.69,0.27,34.03,36.12,83.74,40.39,5.04,4.22,0.52,96.39,74.22,85.51,36.88,5.57,5.37,0.56,62.69,45.15,71.31,38.96,7.85,3.51,0.8,92.55,88.64
98,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.55,38.06,6.76,3.03,0.67,318.84,350.17,74.54,43.46,4.41,2.58,0.44,288.93,238.25,82.26,38.12,4.91,5.55,0.51,24.86,66,80.07,27.26,5.07,5.71,0.52,63.19,57.6,76.86,45.45,3.02,4.72,0.3,259.24,235.68,89.57,33.13,4.63,2.4,0.47,219.46,125.08,85.4,35.12,3.41,4.11,0.34,30.6,55.55,87.51,29.64,2.04,3.81,0.21,258.94,200.33,85.37,27.95,4.74,4.15,0.49,59.63,94.49,70.24,35.86,7.72,2.77,0.75,73.53,89.13,84.79,38.03,3.78,3.73,0.39,313.25,52.87,54.85,28.87,6.23,2.63,0.63,65.86,57.31,82.77,39.58,4.48,2.45,0.44,82.32,41.02,80.27,33.44,4.05,4.94,0.43,45,31.03,84.6,29.54,3.59,6.58,0.36,332.52,357.43,85.02,33.83,3.48,5.53,0.36,21.02,35.84,84.97,30.58,2.16,4.01,0.2,335.65,315.22,74.08,44.47,3.31,4.05,0.33,110.2,263.89,78.78,25.33,2.51,6.38,0.25,30.24,18.75,84.22,40.55,4.94,3.69,0.51,98.36,70.27,85.88,37.3,5.67,4.98,0.56,54.32,39.24,72.09,39.02,7.77,3.96,0.78,88.77,84.91
99,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.46,38.75,7.05,3.22,0.7,318.84,353.85,74.14,43.25,4.53,2.89,0.45,292.6,243.78,82.68,38.35,4.72,5.97,0.48,18.4,57.17,80.45,27.56,4.82,5.69,0.49,55.63,50.07,76.59,45.31,3.15,4.79,0.31,262.08,247.15,89.94,32.86,4.5,2.22,0.46,228.7,127.68,85.66,35.34,3.4,4.55,0.34,30.6,43.95,87.42,29.47,1.9,3.62,0.19,268.39,213.06,85.82,27.91,4.34,3.93,0.46,56.36,94.07,71,35.97,7.69,2.95,0.77,75.52,86.8,85.08,38.28,3.87,3.65,0.39,318.44,45.98,55.37,29.24,6.3,2.77,0.64,63.93,53.58,83.06,39.95,4.76,2.48,0.47,80.12,37.56,80.31,33.9,4.15,4.95,0.47,40.5,21.61,84.55,29.9,3.72,5.58,0.37,329.61,347.96,85.2,34.14,3.42,5.17,0.35,7.26,26.01,84.82,30.78,2.65,3.8,0.25,329.11,321.8,73.76,44.45,3.17,4.04,0.32,110.2,271.86,78.83,25.59,2.71,5.88,0.26,21.55,4.18,84.69,40.74,4.91,3.13,0.5,98.36,66.62,86.22,37.78,5.93,4.97,0.59,38.39,33.21,72.85,39.11,7.64,4.18,0.77,85.35,81.57
100,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.4,39.46,7.17,2.98,0.71,317.95,356.38,73.73,43.07,4.54,2.52,0.45,297.81,246.77,83.05,38.62,4.55,5.67,0.46,16.19,50.02,80.77,27.91,4.64,5.83,0.47,50.22,40.58,76.28,45.22,3.33,5.2,0.32,267.84,259.73,90.29,32.57,4.45,2.09,0.46,237.05,130.63,85.88,35.6,3.48,4.44,0.34,29.76,34.39,87.3,29.35,1.75,3.81,0.17,280.5,230.07,86.23,27.89,3.92,3.79,0.41,50.7,93.41,71.73,36.09,7.63,3.04,0.74,71.81,84.35,85.35,38.59,4.08,3.44,0.41,322.74,39.77,55.87,29.63,6.33,2.61,0.64,62.01,50.86,83.35,40.34,4.93,2.17,0.49,81.32,35.15,80.31,34.39,4.29,4.67,0.48,36.05,13.59,84.44,30.27,3.89,4.85,0.38,323.41,339.91,85.32,34.46,3.49,4.73,0.35,355.59,16.56,84.66,31.05,3.19,3.94,0.31,331.6,328.79,73.45,44.49,3.09,4.05,0.31,108.69,281.38,78.82,25.89,3.11,5.21,0.3,16.6,353.78,85.14,40.95,4.88,2.71,0.5,98.36,63.11,86.52,38.31,6.14,4.74,0.61,22.2,27.87,73.6,39.25,7.51,4.52,0.76,80.86,77.51
101,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.38,40.18,7.25,2.69,0.72,321.15,359.13,73.32,42.9,4.45,2.31,0.45,302.98,250,83.38,38.93,4.44,5.27,0.45,13.67,42.23,81.03,28.29,4.58,5.54,0.46,46.26,32.16,75.94,45.18,3.54,5.09,0.34,271.09,268.08,90.62,32.28,4.29,1.92,0.44,241.71,131.98,86.05,35.92,3.64,4.31,0.36,26.81,25.39,87.15,29.26,1.72,3.69,0.17,288.85,244.25,86.6,27.88,3.54,3.58,0.37,47.05,92.06,72.48,36.28,7.64,3.11,0.77,68.85,81.56,85.61,38.93,4.31,3.15,0.43,327.53,34.92,56.36,30.05,6.37,2.45,0.64,60.42,48.16,83.65,40.78,5.3,2.12,0.53,76.06,33.2,80.25,34.89,4.5,4.42,0.51,30.19,6.41,84.28,30.63,4.07,3.95,0.4,320.24,333.94,85.4,34.82,3.66,4.1,0.36,340.11,9.54,84.5,31.35,3.58,3.66,0.34,331.6,332.13,73.16,44.57,2.97,3.84,0.3,108.69,289.4,78.76,26.22,3.43,4.26,0.33,18.47,347.77,85.58,41.21,5.05,2.72,0.51,92.38,58.44,86.79,38.88,6.35,4.2,0.63,6.77,23.34,74.32,39.45,7.47,4.57,0.75,78.14,73.01
